game,date,home,opp,rslt,pa,ab,r,h,2b,3b,hr,rbi,bb,ibb,so,hbp,sh,sf,roe,gdp,sb,cs,ba,obp,slg,ops,lob,numplayers,thr,oppstart,clean_date,game_date_id,team
14,Apr 12,True,COL,"L,4-12",39,36,4,11,2,0,2,3,3,0,7,0,0,0,0,2,1,0,0.22,0.312,0.359,0.67,8,13,R,R.Feltner(45),2024-04-12,1,blue jays
15,Apr 13,True,COL,"W,5-3",35,32,5,9,1,0,1,5,3,0,7,0,0,0,0,0,0,0,0.224,0.314,0.362,0.676,6,10,R,D.Hudson(44),2024-04-13,1,blue jays
16,Apr 14,True,COL,"W,5-0",36,34,5,12,1,0,0,5,2,0,4,0,0,0,0,0,1,1,0.232,0.318,0.363,0.681,7,10,L,K.Freeland(38),2024-04-14,1,blue jays
17,Apr 15,True,NYY,"W,3-1",33,25,3,4,2,0,0,2,8,0,8,0,0,0,0,2,2,0,0.229,0.321,0.358,0.678,6,9,R,L.Gil(48),2024-04-15,1,blue jays
18,Apr 16,True,NYY,"W,5-4",39,31,5,8,2,0,0,4,7,0,9,0,0,1,0,0,3,1,0.23,0.324,0.356,0.68,10,10,L,C.Rodón(41),2024-04-16,1,blue jays
19,Apr 17,True,NYY,"L,4-6",38,33,4,9,1,0,2,4,4,0,5,0,0,1,0,1,0,0,0.233,0.325,0.363,0.688,7,12,R,M.Stroman(48),2024-04-17,1,blue jays
20,Apr 19,False,SDP,"W,5-1",38,37,5,11,2,1,1,4,1,0,9,0,0,0,0,0,1,0,0.236,0.325,0.37,0.694,6,9,R,M.Waldron(31),2024-04-19,1,blue jays
21,Apr 20,False,SDP,"W,5-2",36,34,5,8,3,0,1,4,1,0,4,1,0,0,1,2,1,0,0.236,0.323,0.372,0.694,4,10,R,R.Vásquez(49),2024-04-20,1,blue jays
22,Apr 21,False,SDP,"L,3-6",31,30,3,6,1,0,2,3,0,0,4,1,0,0,0,2,0,1,0.235,0.319,0.374,0.693,1,10,R,J.Musgrove(58),2024-04-21,1,blue jays
23,Apr 22,False,KCR,"W,5-3",37,32,5,6,2,1,1,5,5,0,8,0,0,0,0,0,0,0,0.233,0.318,0.376,0.694,5,10,R,B.Singer(44),2024-04-22,1,blue jays
24,Apr 23,False,KCR,"L,2-3",39,32,2,9,1,0,0,2,4,0,5,1,1,1,0,2,1,0,0.235,0.32,0.373,0.693,10,11,R,M.Wacha(40),2024-04-23,1,blue jays
25,Apr 24,False,KCR,"L,2-3",36,33,2,6,1,0,1,2,3,0,8,0,0,0,0,0,0,0,0.232,0.317,0.37,0.688,7,11,R,A.Marsh(58),2024-04-24,1,blue jays
26,Apr 25,False,KCR,"L,1-2",21,17,1,3,1,0,0,1,3,0,4,0,1,0,0,0,1,0,0.231,0.317,0.367,0.685,5,9,L,C.Ragans(58),2024-04-25,1,blue jays
27,Apr 26,True,LAD,"L,2-12",36,32,2,5,1,0,1,2,4,0,3,0,0,0,0,0,0,0,0.229,0.315,0.364,0.679,7,11,R,G.Stone(69),2024-04-26,1,blue jays
28,Apr 27,True,LAD,"L,2-4",35,31,2,4,2,0,0,2,3,0,15,0,0,0,0,0,0,0,0.225,0.311,0.358,0.669,6,11,R,T.Glasnow(70),2024-04-27,1,blue jays
29,Apr 28,True,LAD,"W,3-1",31,29,3,8,1,0,1,3,1,0,6,1,0,0,0,2,0,0,0.227,0.311,0.36,0.671,4,10,R,M.Grove(39),2024-04-28,1,blue jays
30,Apr 29,True,KCR,"W,6-5",40,35,6,12,2,0,3,6,4,0,8,1,0,0,0,1,0,0,0.231,0.315,0.371,0.686,10,10,R,J.Bowlan(30),2024-04-29,1,blue jays
31,Apr 30,True,KCR,"L,1-4",33,30,1,4,0,0,0,1,3,0,11,0,0,0,0,0,0,0,0.228,0.312,0.364,0.676,5,9,L,C.Ragans(68),2024-04-30,1,blue jays
32,May 1,True,KCR,"L,1-6",33,31,1,4,1,0,1,1,2,0,10,0,0,0,0,0,0,0,0.225,0.309,0.361,0.669,5,10,R,S.Lugo(75),2024-05-01,1,blue jays
33,May 3,False,WSN,"L,3-9",37,33,3,7,4,1,0,3,2,0,6,0,1,1,1,0,1,0,0.225,0.307,0.362,0.668,7,11,L,P.Corbin(49),2024-05-03,1,blue jays
34,May 4,False,WSN,"W,6-3",42,39,6,9,1,0,1,5,3,0,9,0,0,0,2,1,0,0,0.225,0.306,0.361,0.667,9,11,R,J.Irvin(52),2024-05-04,1,blue jays
35,May 5,False,WSN,"L,8-11",44,37,8,10,2,0,1,7,6,0,6,0,0,1,2,1,3,0,0.226,0.308,0.362,0.67,9,10,L,M.Gore(33),2024-05-05,1,blue jays
36,May 7,False,PHI,"L,1-10",33,30,1,6,2,0,0,1,3,0,5,0,0,0,0,3,0,0,0.226,0.307,0.36,0.667,5,11,L,C.Sánchez(64),2024-05-07,1,blue jays
37,May 8,False,PHI,"W,5-3",41,39,5,12,2,0,0,5,2,0,9,0,0,0,0,0,1,0,0.228,0.308,0.36,0.668,9,9,R,A.Nola(42),2024-05-08,1,blue jays
38,May 10,True,MIN,"L,2-3",36,34,2,8,0,0,1,2,2,0,8,0,0,0,0,1,0,0,0.228,0.308,0.359,0.666,7,9,R,J.Ryan(68),2024-05-10,1,blue jays
39,May 11,True,MIN,"W,10-8",43,38,10,16,2,0,3,10,4,0,3,0,0,1,0,1,2,0,0.234,0.312,0.369,0.681,9,11,R,S.Woods Richardson(28),2024-05-11,1,blue jays
40,May 12,True,MIN,"L,1-5",32,28,1,2,0,0,0,1,1,0,11,2,0,1,0,0,0,0,0.231,0.309,0.363,0.672,4,10,R,B.Ober(81),2024-05-12,1,blue jays
41,May 13,False,BAL,"W,3-2",40,35,3,8,0,0,1,3,5,1,4,0,0,0,0,3,1,0,0.231,0.309,0.361,0.671,8,9,R,C.Burnes(56),2024-05-13,1,blue jays
42,May 15,False,BAL,"L,2-3",38,32,2,5,3,0,0,2,6,0,6,0,0,0,0,0,2,0,0.229,0.309,0.359,0.668,9,11,R,K.Bradish(47),2024-05-15,1,blue jays
43,May 17,True,TBR,"L,3-4",31,31,3,4,0,0,1,3,0,0,5,0,0,0,0,1,0,0,0.227,0.305,0.356,0.661,1,12,L,T.Alexander(64),2024-05-17,1,blue jays
44,May 18,True,TBR,"L,4-5",37,36,4,10,4,0,0,4,0,0,5,1,0,0,0,0,0,0,0.228,0.305,0.357,0.662,6,11,R,Z.Eflin(41),2024-05-18,1,blue jays
45,May 19,True,TBR,"W,5-2",34,28,5,7,3,0,1,4,4,0,8,1,1,0,1,3,0,0,0.228,0.306,0.359,0.665,5,9,R,A.Civale(37),2024-05-19,1,blue jays
46,May 20,True,CHW,"W,9-3",39,35,9,12,6,0,2,9,4,0,6,0,0,0,0,1,0,0,0.231,0.309,0.366,0.675,6,9,R,E.Fedde(39),2024-05-20,1,blue jays
47,May 21,True,CHW,"L,0-5",30,29,0,2,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0.228,0.305,0.361,0.666,3,9,L,G.Crochet(71),2024-05-21,1,blue jays
48,May 22,True,CHW,"W,9-2",43,34,9,10,0,1,1,8,8,0,7,1,0,0,0,0,1,0,0.229,0.308,0.363,0.671,10,11,R,N.Nastrini(6),2024-05-22,1,blue jays
49,May 23,False,DET,"W,9-1",40,37,9,13,2,2,3,9,2,0,11,0,0,1,0,1,0,0,0.232,0.31,0.372,0.682,4,12,R,J.Flaherty(55),2024-05-23,1,blue jays
50,May 24,False,DET,"L,2-6",38,36,2,10,1,0,0,2,2,0,6,0,0,0,0,0,0,0,0.233,0.31,0.371,0.681,9,12,R,K.Maeda(60),2024-05-24,1,blue jays
51,May 25,False,DET,"L,1-2",36,33,1,6,2,1,0,1,3,0,5,0,0,0,1,1,1,0,0.232,0.309,0.369,0.678,8,10,R,R.Olson(66),2024-05-25,1,blue jays
52,May 26,False,DET,"L,11-14",47,39,11,14,2,0,3,11,7,0,2,0,0,1,0,0,0,0,0.235,0.312,0.376,0.688,9,11,R,C.Mize(33),2024-05-26,1,blue jays
53,May 27,False,CHW,"W,5-1",38,32,5,6,1,0,3,5,6,0,7,0,0,0,0,1,1,0,0.234,0.312,0.378,0.69,6,11,R,N.Nastrini(50),2024-05-27,1,blue jays
54,May 28,False,CHW,"W,7-2",48,39,7,13,3,0,0,7,8,0,8,0,0,1,0,0,1,0,0.236,0.315,0.379,0.694,14,9,R,J.Woodford(43),2024-05-28,1,blue jays
55,May 29,False,CHW,"W,3-1",39,32,3,7,1,0,0,3,6,0,7,0,1,0,0,1,0,0,0.236,0.316,0.376,0.692,9,10,R,C.Flexen(52),2024-05-29,1,blue jays
56,May 31,True,PIT,"W,5-3",55,44,5,6,2,0,1,5,7,1,13,2,1,1,0,0,1,0,0.234,0.315,0.373,0.688,14,11,L,B.Falter(71),2024-05-31,1,blue jays
57,Jun 1,True,PIT,"L,1-8",34,33,1,6,0,1,0,1,1,0,11,0,0,0,0,0,1,0,0.233,0.313,0.371,0.684,6,9,R,M.Keller(65),2024-06-01,1,blue jays
58,Jun 2,True,PIT,"W,5-4",35,34,5,11,3,0,0,4,1,0,4,0,0,0,0,0,0,1,0.234,0.314,0.372,0.685,6,10,R,Q.Priester(35),2024-06-02,1,blue jays
59,Jun 3,True,BAL,"L,2-7",35,35,2,8,1,1,1,2,0,0,5,0,0,0,1,1,0,0,0.234,0.312,0.372,0.684,6,10,R,G.Rodriguez(58),2024-06-03,1,blue jays
60,Jun 4,True,BAL,"L,1-10",33,32,1,5,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0.233,0.31,0.37,0.681,5,11,R,C.Burnes(69),2024-06-04,1,blue jays
61,Jun 5,True,BAL,"W,3-2",35,33,3,9,3,0,0,3,1,0,8,0,0,1,0,0,0,0,0.234,0.31,0.37,0.68,7,11,R,A.Suárez(52),2024-06-05,1,blue jays
62,Jun 6,True,BAL,"W,6-5",36,31,6,7,1,0,1,6,5,0,4,0,0,0,0,0,1,0,0.234,0.31,0.37,0.68,6,11,L,C.Povich(32),2024-06-06,1,blue jays
63,Jun 7,False,OAK,"L,1-2",32,29,1,5,1,0,0,1,2,0,6,1,0,0,0,2,0,0,0.233,0.309,0.368,0.677,4,11,L,H.Harris(67),2024-06-07,1,blue jays
64,Jun 8,False,OAK,"W,7-0",45,36,7,10,5,0,1,6,8,0,3,0,0,1,0,0,1,0,0.234,0.311,0.37,0.681,11,11,R,L.Medina(26),2024-06-08,1,blue jays
65,Jun 9,False,OAK,"W,6-4",39,33,6,7,2,0,0,6,3,1,5,1,1,1,0,1,2,1,0.233,0.311,0.368,0.679,4,12,R,M.Spence(62),2024-06-09,1,blue jays
66,Jun 10,False,MIL,"L,1-3",30,30,1,4,1,0,1,1,0,0,5,0,0,0,0,1,0,0,0.232,0.309,0.367,0.676,2,9,R,C.Rea(71),2024-06-10,1,blue jays
67,Jun 11,False,MIL,"W,3-0",39,35,3,9,2,0,0,3,3,0,7,0,1,0,1,1,0,0,0.232,0.309,0.366,0.675,9,11,R,C.Rodriguez(42),2024-06-11,1,blue jays
68,Jun 12,False,MIL,"L,4-5",34,31,4,7,1,0,1,4,2,0,8,0,0,1,0,1,0,0,0.232,0.308,0.366,0.674,3,13,R,T.Myers(65),2024-06-12,1,blue jays
69,Jun 14,True,CLE,"L,1-3",32,28,1,3,2,0,0,1,4,0,8,0,0,0,0,2,0,0,0.231,0.307,0.364,0.671,4,12,L,L.Allen(57),2024-06-14,1,blue jays
70,Jun 15,True,CLE,"W,5-0",35,28,5,7,1,0,0,4,4,0,2,2,1,0,0,2,0,0,0.231,0.308,0.363,0.671,6,11,R,C.Carrasco(35),2024-06-15,1,blue jays
71,Jun 16,True,CLE,"W,7-6",40,34,7,11,0,0,2,7,6,0,12,0,0,0,0,1,1,0,0.232,0.31,0.365,0.675,9,10,R,B.Lively(35),2024-06-16,1,blue jays
72,Jun 17,True,BOS,"L,3-7",37,34,3,10,1,0,2,3,2,0,4,0,0,1,0,1,0,1,0.233,0.31,0.367,0.677,7,9,R,N.Pivetta(50),2024-06-17,1,blue jays
73,Jun 18,True,BOS,"L,3-4",37,35,3,7,3,0,0,3,2,0,7,0,0,0,1,0,1,0,0.233,0.309,0.366,0.675,7,12,R,T.Houck(50),2024-06-18,1,blue jays
74,Jun 19,True,BOS,"L,3-7",40,36,3,10,2,0,0,1,2,0,10,2,0,0,0,1,1,0,0.233,0.31,0.365,0.675,10,9,R,B.Bello(54),2024-06-19,1,blue jays
75,Jun 21,False,CLE,"L,1-7",33,31,1,6,0,0,1,1,2,0,10,0,0,0,0,2,0,0,0.233,0.309,0.364,0.673,5,10,R,C.Carrasco(67),2024-06-21,1,blue jays
76,Jun 22,False,CLE,"L,3-6",34,29,3,4,0,0,3,3,4,0,8,1,0,0,0,1,0,0,0.232,0.308,0.365,0.673,4,9,R,B.Lively(57),2024-06-22,1,blue jays
77,Jun 23,False,CLE,"L,5-6",41,34,5,9,1,0,3,5,7,0,8,0,0,0,0,1,0,0,0.232,0.31,0.368,0.677,9,12,R,T.McKenzie(43),2024-06-23,1,blue jays
78,Jun 24,False,BOS,"L,6-7",37,34,6,9,1,0,1,6,1,0,10,1,0,0,0,1,0,1,0.233,0.309,0.368,0.677,4,11,R,T.Houck(60),2024-06-24,1,blue jays
79,Jun 25,False,BOS,"W,9-4",42,37,9,11,3,0,1,8,4,0,10,1,0,0,1,1,0,0,0.233,0.31,0.369,0.68,6,11,R,B.Bello(18),2024-06-25,1,blue jays
80,Jun 26,False,BOS,"W,4-1",36,38,4,6,2,0,1,4,2,0,14,0,0,0,0,0,2,0,0.232,0.309,0.368,0.677,5,16,R,K.Crawford(54),2024-06-26,1,blue jays
81,Jun 27,True,NYY,"W,9-2",39,34,9,11,2,0,3,9,1,0,12,3,0,0,0,1,0,0,0.234,0.31,0.372,0.682,6,12,L,C.Rodón(22),2024-06-27,1,blue jays
82,Jun 28,True,NYY,"L,5-16",40,35,5,10,1,0,2,5,3,0,7,2,0,0,0,1,0,0,0.234,0.311,0.373,0.684,8,10,R,M.Stroman(41),2024-06-28,1,blue jays
83,Jun 29,True,NYY,"W,9-3",40,37,9,14,7,0,1,9,3,0,10,0,0,0,0,0,0,0,0.236,0.312,0.377,0.689,7,11,L,N.Cortés(41),2024-06-29,1,blue jays
84,Jun 30,True,NYY,"L,1-8",34,30,1,4,0,0,0,1,2,0,10,2,0,0,0,1,0,0,0.235,0.312,0.374,0.686,6,10,R,G.Cole(62),2024-06-30,1,blue jays
85,Jul 1,True,HOU,"L,1-3",36,31,1,4,1,0,1,1,4,0,7,1,0,0,0,0,1,0,0.234,0.311,0.373,0.684,8,10,R,H.Brown(70),2024-07-01,1,blue jays
86,Jul 2,True,HOU,"W,7-6",34,29,7,6,3,0,2,6,5,0,10,0,0,0,0,0,0,0,0.234,0.311,0.374,0.685,3,10,R,S.Arrighetti(25),2024-07-02,1,blue jays
87,Jul 3,True,HOU,"L,2-9",32,29,2,5,2,0,0,2,2,0,7,0,0,1,0,1,0,0,0.233,0.31,0.373,0.683,3,9,R,R.Blanco(55),2024-07-03,1,blue jays
88,Jul 4,True,HOU,"L,3-5",34,31,3,10,1,0,0,3,3,0,7,0,0,0,0,4,0,1,0.234,0.311,0.373,0.684,4,11,L,F.Valdez(44),2024-07-04,1,blue jays
89,Jul 5,False,SEA,"L,1-2",30,28,1,2,0,0,1,1,2,0,10,0,0,0,0,1,0,0,0.232,0.309,0.371,0.68,2,10,R,L.Castillo(72),2024-07-05,1,blue jays
90,Jul 6,False,SEA,"W,5-4",45,37,5,11,3,0,0,5,5,1,8,1,0,2,1,0,2,0,0.233,0.31,0.371,0.681,13,10,R,E.Hancock(45),2024-07-06,1,blue jays
91,Jul 7,False,SEA,"W,5-4",44,38,5,10,1,0,1,5,3,1,11,1,1,1,0,0,0,0,0.234,0.31,0.371,0.681,10,12,R,G.Kirby(53),2024-07-07,1,blue jays
92,Jul 9,False,SFG,"L,3-4",34,29,3,3,1,0,1,3,5,0,8,0,0,0,1,1,0,1,0.232,0.31,0.37,0.679,4,11,L,B.Snell(65),2024-07-09,1,blue jays
93,Jul 10,False,SFG,"W,10-6",42,41,10,14,4,0,1,10,1,0,7,0,0,0,0,0,0,0,0.234,0.31,0.372,0.682,5,11,R,L.Webb(26),2024-07-10,1,blue jays
94,Jul 11,False,SFG,"W,5-3",38,34,5,10,0,0,2,5,2,0,5,1,0,1,0,2,1,0,0.234,0.311,0.373,0.683,6,9,R,J.Hicks(27),2024-07-11,1,blue jays
95,Jul 12,False,ARI,"L,4-5",34,31,4,8,1,2,0,4,0,0,6,0,0,3,0,1,0,0,0.235,0.31,0.373,0.683,3,10,R,R.Nelson(60),2024-07-12,1,blue jays
96,Jul 13,False,ARI,"L,1-12",35,29,1,5,1,1,0,1,4,0,5,1,0,1,0,1,0,0,0.234,0.31,0.372,0.682,7,10,R,Y.Diaz(60),2024-07-13,1,blue jays
97,Jul 14,False,ARI,"W,8-7",41,40,8,14,3,1,2,7,1,0,7,0,0,0,1,2,0,0,0.236,0.31,0.376,0.686,6,9,R,Z.Gallen(17),2024-07-14,1,blue jays
98,Jul 19,True,DET,"L,4-5",35,34,4,7,0,0,2,4,1,0,9,0,0,0,0,0,1,0,0.235,0.309,0.376,0.685,4,12,R,J.Flaherty(62),2024-07-19,1,blue jays
99,Jul 20,True,DET,"L,3-7",32,30,3,6,1,0,1,3,2,0,7,0,0,0,0,2,0,1,0.235,0.309,0.375,0.684,2,10,R,R.Olson(52),2024-07-20,1,blue jays
100,Jul 21,True,DET,"W,5-4",36,34,5,11,2,0,2,5,2,0,9,0,0,0,0,1,1,0,0.236,0.309,0.377,0.686,7,10,R,K.Montero(35),2024-07-21,1,blue jays
101,Jul 23,True,TBR,"L,2-4",34,33,2,6,0,0,2,2,1,0,10,0,0,0,0,0,0,0,0.235,0.308,0.377,0.685,5,9,R,S.Armstrong(57),2024-07-23,1,blue jays
102,Jul 24,True,TBR,"W,6-3",34,32,6,8,1,0,1,4,2,1,5,0,0,0,1,1,1,0,0.235,0.308,0.377,0.685,4,9,R,Z.Eflin(53),2024-07-24,1,blue jays
103,Jul 25,True,TBR,"L,0-13",32,29,0,2,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0.234,0.307,0.375,0.682,5,12,R,T.Bradley(74),2024-07-25,1,blue jays
104,Jul 26,True,TEX,"W,6-5",42,36,6,12,5,0,0,6,4,2,7,1,0,1,0,0,1,0,0.235,0.308,0.376,0.684,10,11,L,A.Heaney(40),2024-07-26,1,blue jays
105,Jul 27,True,TEX,"W,7-3",42,36,7,15,5,0,1,7,4,0,5,0,0,2,0,0,3,0,0.237,0.31,0.378,0.688,11,11,R,M.Lorenzen(25),2024-07-27,1,blue jays
106,Jul 28,True,TEX,"W,7-3",35,30,7,9,2,0,2,7,2,0,1,0,1,2,0,0,0,0,0.237,0.31,0.38,0.69,4,10,R,J.Hernández(26),2024-07-28,1,blue jays
107,Jul 29 (1),False,BAL,"L,5-11",40,40,5,13,1,0,2,5,0,0,11,0,0,0,0,0,0,0,0.238,0.31,0.381,0.691,8,11,R,Z.Eflin(47),2024-07-29,1,blue jays
108,Jul 29 (2),False,BAL,"W,8-4",49,41,8,13,5,0,1,8,7,1,8,0,0,1,2,0,3,0,0.239,0.311,0.383,0.694,14,10,L,C.Povich(27),2024-07-29,2,blue jays
109,Jul 30,False,BAL,"L,2-6",36,30,2,5,1,0,0,2,3,0,10,2,0,1,0,1,1,0,0.239,0.311,0.381,0.692,7,10,R,C.Burnes(62),2024-07-30,1,blue jays
110,Jul 31,False,BAL,"L,4-10",39,35,4,7,3,0,1,3,4,0,11,0,0,0,2,1,0,0,0.238,0.311,0.381,0.692,8,12,R,G.Rodriguez(51),2024-07-31,1,blue jays
111,Aug 2,False,NYY,"W,8-5",43,38,8,13,3,1,0,8,3,0,10,2,0,0,0,0,0,0,0.239,0.312,0.382,0.694,8,10,R,M.Stroman(16),2024-08-02,1,blue jays
112,Aug 3,False,NYY,"L,3-8",37,34,3,8,1,0,1,3,3,0,13,0,0,0,0,1,0,0,0.239,0.312,0.382,0.693,7,11,L,C.Rodón(56),2024-08-03,1,blue jays
113,Aug 4,False,NYY,"L,3-4",42,36,3,7,3,0,0,3,3,0,9,2,0,1,1,0,2,1,0.239,0.311,0.381,0.692,10,11,R,G.Cole(53),2024-08-04,1,blue jays
114,Aug 6,True,BAL,"W,5-2",35,31,5,9,2,0,1,5,3,1,10,1,0,0,0,2,2,0,0.239,0.312,0.381,0.693,6,9,R,A.Suárez(67),2024-08-06,1,blue jays
115,Aug 7,True,BAL,"L,3-7",38,35,3,10,3,0,0,2,2,0,6,0,0,1,1,1,0,1,0.24,0.312,0.381,0.693,8,10,L,T.Rogers(43),2024-08-07,1,blue jays
116,Aug 8,True,BAL,"W,7-6",37,32,7,7,2,1,1,6,5,0,11,0,0,0,1,0,0,0,0.24,0.312,0.382,0.694,6,9,R,D.Kremer(36),2024-08-08,1,blue jays
117,Aug 9,True,OAK,"W,3-1",34,33,3,10,1,0,2,3,0,0,4,1,0,0,0,0,0,0,0.24,0.312,0.383,0.695,7,9,R,M.Spence(47),2024-08-09,1,blue jays
118,Aug 10,True,OAK,"L,0-1",31,27,0,2,0,0,0,0,2,0,9,2,0,0,0,2,0,0,0.239,0.311,0.381,0.692,4,11,R,O.Bido(72),2024-08-10,1,blue jays
119,Aug 11,True,OAK,"L,4-8",33,29,4,5,1,0,1,4,3,0,5,1,0,0,0,3,0,0,0.239,0.311,0.38,0.691,2,9,L,J.Sears(60),2024-08-11,1,blue jays
120,Aug 12,False,LAA,"W,4-2",40,35,4,9,3,0,1,4,5,0,8,0,0,0,0,0,0,1,0.239,0.311,0.381,0.692,9,9,R,D.Daniel(38),2024-08-12,1,blue jays
121,Aug 13,False,LAA,"W,6-1",39,35,6,7,3,0,2,6,4,0,8,0,0,0,0,0,1,0,0.238,0.311,0.381,0.692,6,10,R,C.Fulmer(30),2024-08-13,1,blue jays
122,Aug 14,False,LAA,"W,9-2",41,33,9,8,2,1,3,9,6,0,13,1,0,1,0,1,0,0,0.238,0.312,0.384,0.695,5,9,L,T.Anderson(33),2024-08-14,1,blue jays
123,Aug 16,False,CHC,"L,5-6",41,41,5,10,0,1,1,4,0,0,11,0,0,0,0,0,0,0,0.238,0.311,0.383,0.694,7,9,R,K.Hendricks(53),2024-08-16,1,blue jays
124,Aug 17,False,CHC,"L,2-3",39,34,2,7,1,0,1,2,5,0,10,0,0,0,1,0,0,1,0.238,0.311,0.383,0.694,10,13,L,J.Steele(58),2024-08-17,1,blue jays
125,Aug 18,False,CHC,"W,1-0",38,35,1,8,0,0,1,1,3,0,9,0,0,0,0,0,0,0,0.238,0.311,0.382,0.693,10,11,L,S.Imanaga(60),2024-08-18,1,blue jays
126,Aug 19,True,CIN,"L,3-6",37,33,3,6,2,0,2,3,3,0,7,1,0,0,0,0,0,0,0.238,0.31,0.383,0.693,7,10,R,J.Aguiar(47),2024-08-19,1,blue jays
127,Aug 20,True,CIN,"W,10-3",39,36,10,13,1,2,5,9,2,0,4,1,0,0,1,1,0,0,0.239,0.311,0.387,0.698,5,11,R,C.Spiers(0),2024-08-20,1,blue jays
128,Aug 21,True,CIN,"L,7-11",43,36,7,10,4,0,3,7,6,0,8,1,0,0,0,2,0,0,0.239,0.312,0.389,0.701,9,11,R,N.Martinez(27),2024-08-21,1,blue jays
129,Aug 22,True,LAA,"W,5-3",33,32,5,8,4,1,1,5,1,1,7,0,0,0,0,0,0,0,0.239,0.312,0.39,0.702,4,9,L,B.Burke(36),2024-08-22,1,blue jays
130,Aug 23,True,LAA,"W,5-4",35,34,5,10,2,0,2,5,1,0,3,0,0,0,1,1,0,0,0.24,0.312,0.391,0.703,6,10,R,J.Kochanowicz(47),2024-08-23,1,blue jays
131,Aug 24,True,LAA,"W,3-1",33,31,3,8,3,0,1,3,2,1,11,0,0,0,0,0,0,0,0.24,0.312,0.392,0.704,6,9,R,C.Fulmer(56),2024-08-24,1,blue jays
132,Aug 25,True,LAA,"W,8-2",40,31,8,7,1,0,2,8,8,2,7,1,0,0,0,0,0,0,0.24,0.312,0.392,0.705,8,11,L,T.Anderson(50),2024-08-25,1,blue jays
133,Aug 26,False,BOS,"W,7-3",44,39,7,9,2,0,1,6,4,0,7,1,0,0,3,0,1,0,0.24,0.312,0.392,0.704,10,11,R,Z.Kelly(61),2024-08-26,1,blue jays
134,Aug 27,False,BOS,"L,3-6",39,33,3,11,3,0,2,3,3,0,2,2,0,1,0,1,0,0,0.24,0.313,0.394,0.707,9,9,R,C.Criswell(43),2024-08-27,1,blue jays
135,Aug 28,False,BOS,"L,0-3",29,28,0,2,1,0,0,0,1,0,10,0,0,0,0,1,0,0,0.239,0.312,0.392,0.704,2,9,R,B.Bello(86),2024-08-28,1,blue jays
136,Aug 29,False,BOS,"W,2-0",36,33,2,7,5,0,0,2,3,0,5,0,0,0,0,0,2,0,0.239,0.312,0.392,0.703,7,10,R,K.Crawford(55),2024-08-29,1,blue jays
137,Aug 30,False,MIN,"L,0-2",31,31,0,7,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0.239,0.311,0.39,0.702,4,9,R,P.López(70),2024-08-30,1,blue jays
138,Aug 31,False,MIN,"W,15-0",53,48,15,23,4,1,4,15,4,0,9,1,0,0,0,2,0,0,0.241,0.313,0.395,0.709,11,12,R,Z.Matthews(5),2024-08-31,1,blue jays
139,Sep 1,False,MIN,"L,3-4",38,31,3,3,0,0,1,3,5,0,9,2,0,0,1,0,1,0,0.24,0.313,0.394,0.707,8,10,R,B.Ober(71),2024-09-01,1,blue jays
140,Sep 3,True,PHI,"L,9-10",44,42,9,16,2,0,4,9,2,0,8,0,0,0,0,1,0,0,0.242,0.314,0.397,0.711,8,10,R,T.Phillips(13),2024-09-03,1,blue jays
141,Sep 4,True,PHI,"L,2-4",34,33,2,6,5,0,0,2,1,0,10,0,0,0,0,0,0,0,0.241,0.313,0.396,0.71,5,11,L,C.Sánchez(64),2024-09-04,1,blue jays
142,Sep 6,False,ATL,"L,1-3",37,35,1,7,1,0,0,1,1,0,11,1,0,0,1,0,0,0,0.241,0.313,0.395,0.708,9,11,L,M.Fried(72),2024-09-06,1,blue jays
143,Sep 7,False,ATL,"W,9-5",42,42,9,17,3,0,2,9,0,0,6,0,0,0,1,3,0,0,0.242,0.313,0.397,0.711,6,9,R,S.Schwellenbach(32),2024-09-07,1,blue jays
144,Sep 8,False,ATL,"L,3-4",47,41,3,8,2,0,1,3,3,1,12,2,1,0,1,0,0,0,0.242,0.313,0.396,0.71,13,13,L,C.Sale(74),2024-09-08,1,blue jays
145,Sep 9,True,NYM,"L,2-3",35,30,2,4,1,0,0,2,2,0,14,2,0,1,0,0,0,0,0.241,0.313,0.395,0.708,6,12,R,T.Megill(77),2024-09-09,1,blue jays
146,Sep 10,True,NYM,"W,6-2",39,34,6,12,3,2,0,6,4,0,5,1,0,0,1,2,0,0,0.242,0.314,0.396,0.71,9,9,L,D.Peterson(29),2024-09-10,1,blue jays
147,Sep 11,True,NYM,"L,2-6",38,33,2,6,0,0,0,2,5,0,9,0,0,0,0,0,1,0,0.242,0.313,0.395,0.708,9,12,L,S.Manaea(68),2024-09-11,1,blue jays
148,Sep 13,True,STL,"W,4-3",42,38,4,10,1,0,0,4,3,1,7,0,0,1,0,1,1,0,0.242,0.313,0.394,0.707,9,10,R,E.Fedde(45),2024-09-13,1,blue jays
149,Sep 14,True,STL,"W,7-2",38,34,7,10,1,1,1,6,4,0,4,0,0,0,0,1,0,0,0.242,0.314,0.394,0.708,7,10,R,K.Gibson(46),2024-09-14,1,blue jays
