game,date,home,opp,rslt,pa,ab,r,h,2b,3b,hr,rbi,bb,ibb,so,hbp,sh,sf,roe,gdp,sb,cs,ba,obp,slg,ops,lob,numplayers,thr,oppstart,clean_date,game_date_id,team
33,May 3,False,KCR,"L,1-7",35,33,1,7,2,0,0,1,2,0,10,0,0,0,0,1,0,0,0.247,0.316,0.394,0.71,7,9,R,B.Singer(68),2024-05-03,1,rangers
34,May 4,False,KCR,"W,15-4",48,43,15,17,2,2,0,12,4,0,5,0,0,1,0,0,1,0,0.252,0.32,0.399,0.72,6,13,R,M.Wacha(17),2024-05-04,1,rangers
35,May 5,False,KCR,"W,3-2",40,36,3,8,1,0,1,3,2,0,12,1,0,1,0,1,0,0,0.251,0.319,0.397,0.716,8,11,L,D.Lynch(67),2024-05-05,1,rangers
36,May 6,False,OAK,"W,4-2",38,33,4,5,0,0,1,3,5,0,8,0,0,0,1,0,0,0,0.249,0.317,0.393,0.711,7,14,L,A.Wood(70),2024-05-06,1,rangers
37,May 7,False,OAK,"W,15-8",54,47,15,19,3,0,1,14,5,0,10,1,0,1,1,0,0,0,0.254,0.323,0.398,0.721,12,13,R,R.Stripling(3),2024-05-07,1,rangers
38,May 8 (1),False,OAK,"L,4-9",37,35,4,9,1,0,2,4,1,0,8,0,0,1,0,0,0,0,0.254,0.322,0.4,0.722,6,12,L,J.Sears(39),2024-05-08,1,rangers
39,May 8 (2),False,OAK,"W,12-11",50,42,12,16,1,0,0,11,7,1,10,1,0,0,1,1,1,0,0.258,0.327,0.4,0.727,11,13,R,O.Bido(38),2024-05-08,2,rangers
40,May 10,False,COL,"L,2-4",36,32,2,5,1,0,1,2,4,0,8,0,0,0,1,0,1,0,0.256,0.325,0.397,0.722,7,11,L,A.Gomber(61),2024-05-10,1,rangers
41,May 11,False,COL,"L,3-8",38,34,3,8,0,0,1,3,3,0,7,0,0,1,0,0,1,0,0.255,0.324,0.396,0.72,8,9,R,R.Feltner(56),2024-05-11,1,rangers
42,May 12,False,COL,"L,1-3",35,33,1,9,0,0,0,1,2,0,3,0,0,0,0,3,0,0,0.256,0.324,0.393,0.717,7,14,L,T.Blach(51),2024-05-12,1,rangers
43,May 13,True,CLE,"L,0-7",33,31,0,4,1,0,0,0,2,0,10,0,0,0,0,0,0,0,0.253,0.321,0.388,0.709,6,9,R,T.Bibee(64),2024-05-13,1,rangers
44,May 14,True,CLE,"L,4-7",39,34,4,7,2,0,3,4,5,0,10,0,0,0,0,0,0,0,0.252,0.321,0.391,0.712,8,9,R,B.Lively(47),2024-05-14,1,rangers
45,May 15,True,CLE,"W,4-0",36,31,4,7,0,1,2,4,4,0,4,1,0,0,1,1,0,0,0.252,0.321,0.393,0.714,8,9,R,C.Carrasco(51),2024-05-15,1,rangers
46,May 17,True,LAA,"L,3-9",34,32,3,5,1,0,2,3,2,0,5,0,0,0,0,0,0,0,0.25,0.319,0.393,0.711,4,11,L,T.Anderson(71),2024-05-17,1,rangers
47,May 18,True,LAA,"W,3-2",48,39,3,6,0,0,1,3,7,2,8,1,0,1,0,2,0,0,0.247,0.318,0.389,0.707,12,14,L,P.Sandoval(64),2024-05-18,1,rangers
48,May 19,True,LAA,"L,1-4",35,33,1,7,1,0,1,1,2,1,5,0,0,0,0,1,0,0,0.247,0.317,0.388,0.705,7,9,R,J.Soriano(68),2024-05-19,1,rangers
49,May 21,False,PHI,"L,2-5",38,36,2,9,2,0,1,2,2,0,13,0,0,0,1,1,1,0,0.247,0.316,0.388,0.704,9,10,L,R.Suárez(71),2024-05-21,1,rangers
50,May 22,False,PHI,"L,4-11",38,32,4,7,0,0,2,4,5,0,8,1,0,0,0,1,0,0,0.246,0.317,0.388,0.705,7,10,R,T.Walker(41),2024-05-22,1,rangers
51,May 23,False,PHI,"L,2-5",35,32,2,6,0,0,1,2,3,0,7,0,0,0,0,1,1,0,0.245,0.316,0.386,0.702,6,12,R,Z.Wheeler(62),2024-05-23,1,rangers
52,May 24,False,MIN,"L,2-3",37,31,2,4,0,0,1,2,4,0,6,2,0,0,0,0,1,0,0.243,0.315,0.383,0.698,8,10,R,B.Ober(53),2024-05-24,1,rangers
53,May 25,False,MIN,"L,3-5",34,32,3,5,2,0,1,3,2,0,7,0,0,0,0,0,2,0,0.242,0.313,0.382,0.695,4,10,R,C.Paddack(54),2024-05-25,1,rangers
54,May 26,False,MIN,"W,6-2",40,37,6,9,2,0,2,6,2,0,10,1,0,0,2,0,0,1,0.242,0.313,0.384,0.696,7,11,R,P.López(31),2024-05-26,1,rangers
55,May 28,True,ARI,"W,4-2",32,30,4,6,1,0,1,4,1,1,7,1,0,0,0,0,1,0,0.241,0.312,0.383,0.695,4,9,R,B.Pfaadt(53),2024-05-28,1,rangers
56,May 29,True,ARI,"W,6-1",35,29,6,8,1,0,1,5,5,1,3,0,0,1,0,2,0,0,0.241,0.313,0.383,0.696,5,9,R,R.Nelson(46),2024-05-29,1,rangers
57,May 31,False,MIA,"L,2-8",32,31,2,6,2,0,1,2,1,0,3,0,0,0,0,2,0,0,0.241,0.311,0.383,0.694,3,9,R,S.Sánchez(45),2024-05-31,1,rangers
58,Jun 1,False,MIA,"W,7-0",43,38,7,13,3,0,0,6,3,0,16,0,0,2,0,0,0,0,0.243,0.313,0.383,0.696,9,10,L,R.Weathers(49),2024-06-01,1,rangers
59,Jun 2,False,MIA,"W,6-0",40,36,6,10,1,0,1,5,4,0,5,0,0,0,0,1,0,0,0.243,0.313,0.384,0.697,7,12,L,T.Rogers(45),2024-06-02,1,rangers
60,Jun 3,True,DET,"L,1-2",36,34,1,8,1,1,1,1,2,0,10,0,0,0,0,1,0,0,0.243,0.313,0.384,0.697,8,10,L,T.Skubal(58),2024-06-03,1,rangers
61,Jun 4,True,DET,"L,1-3",34,31,1,5,0,0,0,1,3,0,9,0,0,0,0,1,0,0,0.242,0.312,0.381,0.692,6,10,R,J.Flaherty(67),2024-06-04,1,rangers
62,Jun 5,True,DET,"W,9-1",43,37,9,12,2,0,2,7,6,1,6,0,0,0,1,0,2,1,0.243,0.314,0.384,0.697,10,10,R,K.Maeda(50),2024-06-05,1,rangers
63,Jun 7,True,SFG,"L,2-5",32,31,2,5,1,0,0,2,0,0,8,0,0,1,0,0,0,0,0.242,0.311,0.381,0.692,3,9,R,L.Webb(65),2024-06-07,1,rangers
64,Jun 8,True,SFG,"L,1-3",35,30,1,5,0,0,0,1,4,0,5,0,0,1,0,1,0,0,0.241,0.311,0.378,0.689,7,10,R,S.Howard(53),2024-06-08,1,rangers
65,Jun 9,True,SFG,"W,7-2",35,31,7,9,1,1,1,6,3,0,8,1,0,0,0,2,4,0,0.242,0.312,0.379,0.691,4,9,R,K.Winn(28),2024-06-09,1,rangers
66,Jun 11,False,LAD,"L,2-15",34,31,2,5,0,0,1,2,2,0,5,0,0,1,0,0,0,0,0.241,0.31,0.378,0.688,5,11,L,J.Paxton(64),2024-06-11,1,rangers
67,Jun 12,False,LAD,"W,3-2",37,35,3,8,1,0,1,3,2,0,3,0,0,0,2,1,1,1,0.241,0.31,0.377,0.687,7,10,R,W.Buehler(44),2024-06-12,1,rangers
68,Jun 13,False,LAD,"W,3-1",36,29,3,7,1,0,0,3,6,0,8,0,1,0,0,2,2,1,0.241,0.31,0.376,0.686,6,10,R,M.Grove(39),2024-06-13,1,rangers
69,Jun 14,False,SEA,"L,2-3",34,32,2,5,3,0,0,2,2,0,11,0,0,0,0,0,1,0,0.239,0.309,0.374,0.683,5,11,R,L.Castillo(62),2024-06-14,1,rangers
70,Jun 15,False,SEA,"L,5-7",38,35,5,9,1,0,0,5,3,0,7,0,0,0,0,1,3,0,0.24,0.309,0.373,0.682,6,11,R,G.Kirby(68),2024-06-15,1,rangers
71,Jun 16,False,SEA,"L,0-5",29,29,0,2,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0.238,0.306,0.37,0.676,2,9,R,L.Gilbert(87),2024-06-16,1,rangers
72,Jun 17,True,NYM,"L,2-14",35,32,2,6,2,0,1,2,3,0,10,0,0,0,0,1,0,0,0.237,0.306,0.369,0.675,6,11,L,D.Peterson(59),2024-06-17,1,rangers
73,Jun 18,True,NYM,"L,6-7",36,35,6,9,1,0,2,6,1,0,2,0,0,0,0,1,0,0,0.237,0.305,0.37,0.676,3,10,R,L.Severino(33),2024-06-18,1,rangers
74,Jun 19,True,NYM,"W,5-3",35,29,5,5,2,0,1,5,5,0,10,1,0,0,0,0,2,0,0.236,0.306,0.37,0.676,6,10,L,S.Manaea(56),2024-06-19,1,rangers
75,Jun 21,True,KCR,"W,6-2",36,30,6,9,3,0,0,6,5,0,6,1,0,0,0,1,0,1,0.237,0.307,0.37,0.677,6,10,R,B.Singer(59),2024-06-21,1,rangers
76,Jun 22,True,KCR,"W,6-0",35,31,6,7,0,0,2,6,3,0,7,0,1,0,0,1,1,0,0.237,0.307,0.371,0.678,5,9,R,M.Wacha(61),2024-06-22,1,rangers
77,Jun 23,True,KCR,"W,4-0",37,35,4,10,3,0,1,4,2,0,4,0,0,0,1,0,1,0,0.238,0.307,0.372,0.679,9,9,R,A.Marsh(43),2024-06-23,1,rangers
78,Jun 24,False,MIL,"L,3-6",40,34,3,7,0,0,1,3,5,0,11,1,0,0,0,0,2,0,0.237,0.307,0.371,0.679,10,9,R,F.Peralta(55),2024-06-24,1,rangers
79,Jun 25,False,MIL,"L,1-3",32,31,1,5,1,0,0,1,0,0,7,1,0,0,0,1,0,0,0.236,0.306,0.369,0.675,4,9,L,H.Milner(50),2024-06-25,1,rangers
80,Jun 26,False,MIL,"L,5-6",42,39,5,10,1,0,2,5,3,1,11,0,0,0,0,1,1,0,0.237,0.306,0.37,0.676,8,10,L,D.Keuchel(29),2024-06-26,1,rangers
81,Jun 27,False,BAL,"L,2-11",38,38,2,12,1,0,1,2,0,0,9,0,0,0,0,0,0,1,0.238,0.306,0.371,0.677,9,11,R,C.Burnes(60),2024-06-27,1,rangers
82,Jun 28,False,BAL,"L,1-2",36,31,1,4,0,0,0,1,5,0,7,0,0,0,0,0,1,0,0.237,0.306,0.368,0.674,8,12,R,A.Suárez(68),2024-06-28,1,rangers
83,Jun 29,False,BAL,"L,5-6",40,36,5,9,3,0,4,5,3,0,5,1,0,0,0,0,1,0,0.237,0.306,0.372,0.678,8,12,L,C.Povich(52),2024-06-29,1,rangers
84,Jun 30,False,BAL,"W,11-2",48,40,11,13,3,1,3,11,4,0,8,4,0,0,1,0,0,0,0.238,0.308,0.376,0.684,10,11,L,C.Irvin(31),2024-06-30,1,rangers
85,Jul 2,True,SDP,"W,7-0",37,32,7,10,6,0,2,7,4,0,8,0,1,0,0,1,0,0,0.239,0.309,0.38,0.688,6,9,R,D.Cease(24),2024-07-02,1,rangers
86,Jul 3,True,SDP,"L,4-6",37,34,4,9,4,0,0,4,1,1,13,0,0,2,0,0,0,0,0.239,0.308,0.38,0.688,6,10,R,A.Mazur(36),2024-07-03,1,rangers
87,Jul 4,True,SDP,"L,1-3",35,32,1,6,1,0,0,1,3,0,7,0,0,0,0,0,1,0,0.239,0.308,0.378,0.686,7,10,R,M.King(59),2024-07-04,1,rangers
88,Jul 5,True,TBR,"W,3-0",34,32,3,10,2,0,0,3,2,0,7,0,0,0,0,0,0,2,0.239,0.308,0.378,0.686,7,9,R,S.Baz(51),2024-07-05,1,rangers
89,Jul 6,True,TBR,"W,4-3",33,30,4,8,0,0,1,4,3,0,9,0,0,0,0,1,0,1,0.24,0.308,0.378,0.686,5,10,R,T.Bradley(59),2024-07-06,1,rangers
90,Jul 7,True,TBR,"W,13-2",45,42,13,19,3,0,3,13,3,0,10,0,0,0,0,1,0,0,0.243,0.311,0.383,0.694,8,11,R,Z.Littell(20),2024-07-07,1,rangers
91,Jul 8,False,LAA,"W,9-4",41,38,9,12,2,0,2,8,2,0,9,1,0,0,1,2,2,0,0.243,0.312,0.385,0.696,5,9,R,D.Daniel(20),2024-07-08,1,rangers
92,Jul 9,False,LAA,"W,5-4",38,33,5,8,1,0,2,5,4,2,5,0,0,1,0,1,0,0,0.243,0.312,0.385,0.697,6,10,R,R.Contreras(30),2024-07-09,1,rangers
93,Jul 10,False,LAA,"L,2-7",38,33,2,8,0,0,1,2,4,0,7,1,0,0,0,2,0,0,0.243,0.312,0.385,0.697,9,9,R,G.Canning(42),2024-07-10,1,rangers
94,Jul 12,False,HOU,"L,3-6",36,32,3,7,0,0,1,3,3,0,10,1,0,0,0,2,1,0,0.243,0.312,0.384,0.696,6,11,R,H.Brown(57),2024-07-12,1,rangers
95,Jul 13,False,HOU,"W,2-1",43,33,2,4,0,0,1,2,9,0,12,1,0,0,0,0,2,1,0.242,0.312,0.382,0.694,12,10,R,S.Arrighetti(68),2024-07-13,1,rangers
96,Jul 14,False,HOU,"W,4-2",34,30,4,3,0,0,2,4,4,0,7,0,0,0,0,0,0,0,0.241,0.311,0.382,0.693,3,9,R,R.Blanco(63),2024-07-14,1,rangers
97,Jul 19,True,BAL,"L,1-9",34,29,1,2,1,0,1,1,4,0,10,1,0,0,0,0,0,0,0.239,0.31,0.38,0.69,6,12,R,C.Burnes(66),2024-07-19,1,rangers
98,Jul 20,True,BAL,"L,4-8",38,33,4,6,2,0,0,4,5,0,13,0,0,0,0,0,1,0,0.239,0.31,0.379,0.688,7,10,R,G.Rodriguez(64),2024-07-20,1,rangers
99,Jul 21,True,BAL,"W,3-2",32,29,3,6,0,0,1,3,3,0,3,0,0,0,0,1,0,0,0.238,0.31,0.378,0.688,5,10,R,D.Kremer(45),2024-07-21,1,rangers
100,Jul 22,True,CHW,"W,4-3",40,34,4,6,1,0,2,4,5,2,8,0,1,0,0,0,1,0,0.238,0.309,0.378,0.687,8,10,R,E.Fedde(62),2024-07-22,1,rangers
101,Jul 23,True,CHW,"W,3-2",33,28,3,6,1,0,0,2,4,1,10,0,1,0,0,0,2,1,0.237,0.309,0.377,0.686,6,11,L,G.Crochet(51),2024-07-23,1,rangers
102,Jul 24,True,CHW,"W,10-2",43,38,10,15,2,1,3,10,4,0,4,0,0,1,0,0,1,0,0.239,0.311,0.381,0.692,9,11,R,C.Flexen(39),2024-07-24,1,rangers
103,Jul 25,True,CHW,"W,2-1",34,30,2,10,1,0,1,2,3,0,4,1,0,0,0,2,0,1,0.24,0.312,0.382,0.693,8,10,R,J.Cannon(47),2024-07-25,1,rangers
104,Jul 26,False,TOR,"L,5-6",40,37,5,10,0,0,1,5,3,0,9,0,0,0,0,0,0,0,0.24,0.312,0.381,0.693,8,10,L,Y.Kikuchi(31),2024-07-26,1,rangers
105,Jul 27,False,TOR,"L,3-7",34,31,3,4,1,1,0,2,3,0,8,0,0,0,0,0,0,0,0.239,0.311,0.38,0.691,4,9,R,K.Gausman(72),2024-07-27,1,rangers
106,Jul 28,False,TOR,"L,3-7",38,38,3,10,2,0,1,3,0,0,5,0,0,0,1,0,1,0,0.24,0.31,0.38,0.691,8,9,R,J.Berríos(66),2024-07-28,1,rangers
107,Jul 29,False,STL,"W,6-3",42,39,6,13,3,0,1,6,2,0,6,1,0,0,1,1,0,1,0.241,0.311,0.381,0.693,9,10,R,A.Pallante(44),2024-07-29,1,rangers
108,Jul 30,False,STL,"L,1-8",33,32,1,4,0,0,1,1,1,0,6,0,0,0,1,0,0,0,0.24,0.31,0.38,0.69,5,11,R,L.Lynn(59),2024-07-30,1,rangers
109,Jul 31,False,STL,"L,1-10",33,32,1,5,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0.239,0.309,0.378,0.687,5,11,R,M.McGreevy(65),2024-07-31,1,rangers
110,Aug 2,True,BOS,"L,6-11",36,34,6,8,1,0,4,6,1,0,8,0,0,1,0,0,0,0,0.239,0.308,0.38,0.689,3,10,R,K.Crawford(40),2024-08-02,1,rangers
111,Aug 3,True,BOS,"W,7-4",39,35,7,13,1,0,2,7,4,1,7,0,0,0,0,1,0,0,0.24,0.31,0.382,0.692,8,10,R,T.Houck(32),2024-08-03,1,rangers
112,Aug 4,True,BOS,"L,2-7",32,31,2,3,1,0,2,2,1,0,10,0,0,0,1,0,0,0,0.239,0.308,0.382,0.69,3,10,R,N.Pivetta(56),2024-08-04,1,rangers
113,Aug 5,True,HOU,"W,4-3",37,33,4,5,1,0,2,4,3,0,11,0,0,1,0,0,0,0,0.238,0.307,0.382,0.689,5,11,R,H.Brown(64),2024-08-05,1,rangers
114,Aug 6,True,HOU,"L,2-4",31,27,2,1,0,0,1,2,4,0,5,0,0,0,1,2,0,0,0.237,0.306,0.38,0.686,2,9,L,F.Valdez(76),2024-08-06,1,rangers
115,Aug 7,True,HOU,"L,4-6",40,35,4,9,1,1,1,4,4,0,11,0,0,1,0,0,1,0,0.237,0.306,0.38,0.687,9,12,L,Y.Kikuchi(57),2024-08-07,1,rangers
116,Aug 10 (1),False,NYY,"L,0-8",36,31,0,5,1,0,0,0,5,0,9,0,0,0,0,1,0,0,0.236,0.306,0.379,0.685,9,12,L,C.Rodón(64),2024-08-10,1,rangers
117,Aug 10 (2),False,NYY,"W,9-4",46,42,9,16,1,0,1,9,3,0,12,0,0,1,1,1,1,0,0.238,0.307,0.38,0.687,10,10,R,G.Cole(60),2024-08-10,2,rangers
118,Aug 11,False,NYY,"L,7-8",44,38,7,12,2,0,2,5,6,0,9,0,0,0,0,1,1,0,0.239,0.308,0.381,0.69,10,10,R,M.Stroman(53),2024-08-11,1,rangers
119,Aug 12,False,BOS,"L,4-5",40,35,4,6,0,0,1,4,4,0,9,1,0,0,0,0,1,1,0.238,0.308,0.38,0.688,7,9,R,B.Bello(62),2024-08-12,1,rangers
120,Aug 13,False,BOS,"L,4-9",36,33,4,6,2,0,0,4,3,0,8,0,0,0,0,0,0,0,0.238,0.308,0.379,0.687,5,9,R,K.Crawford(49),2024-08-13,1,rangers
121,Aug 14,False,BOS,"W,9-7",49,44,9,15,3,0,4,8,2,0,6,2,0,1,1,1,0,0,0.239,0.308,0.382,0.691,11,11,R,T.Houck(55),2024-08-14,1,rangers
122,Aug 15,True,MIN,"L,2-3",38,34,2,8,0,0,0,2,3,0,7,0,0,1,0,0,1,0,0.239,0.308,0.381,0.689,9,9,R,B.Ober(50),2024-08-15,1,rangers
123,Aug 16,True,MIN,"L,3-4",37,34,3,8,0,0,1,3,2,0,8,0,0,1,1,0,1,1,0.239,0.308,0.381,0.689,7,10,R,S.Woods Richardson(52),2024-08-16,1,rangers
124,Aug 17,True,MIN,"L,2-5",35,35,2,8,2,0,0,2,0,0,9,0,0,0,0,0,0,0,0.239,0.307,0.38,0.687,6,9,R,D.Festa(53),2024-08-17,1,rangers
125,Aug 18,True,MIN,"W,6-5",42,38,6,12,3,0,2,5,3,0,7,1,0,0,0,1,1,0,0.239,0.308,0.381,0.689,9,10,R,P.López(60),2024-08-18,1,rangers
126,Aug 19,True,PIT,"W,4-3",30,29,4,5,1,0,2,4,1,1,11,0,0,0,0,0,0,0,0.239,0.307,0.382,0.689,2,9,R,L.Ortiz(52),2024-08-19,1,rangers
127,Aug 20,True,PIT,"L,0-4",29,29,0,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0.238,0.306,0.38,0.686,2,9,R,M.Keller(80),2024-08-20,1,rangers
128,Aug 21,True,PIT,"W,1-0",34,30,1,6,0,0,0,1,4,0,10,0,0,0,0,2,3,0,0.238,0.306,0.379,0.685,7,11,R,D.Germán(66),2024-08-21,1,rangers
129,Aug 23,False,CLE,"W,5-3",39,37,5,10,3,0,0,5,2,0,9,0,0,0,0,0,1,1,0.238,0.306,0.378,0.684,7,10,R,T.Bibee(42),2024-08-23,1,rangers
130,Aug 24,False,CLE,"L,5-13",38,37,5,9,3,0,0,4,1,0,5,0,0,0,0,0,0,0,0.238,0.306,0.378,0.684,6,12,R,B.Lively(57),2024-08-24,1,rangers
131,Aug 25,False,CLE,"L,2-4",33,31,2,4,1,0,1,2,2,0,9,0,0,0,1,0,0,0,0.237,0.305,0.377,0.682,4,11,L,M.Boyd(65),2024-08-25,1,rangers
132,Aug 27,False,CHW,"W,3-1",38,36,3,11,2,0,0,3,2,0,11,0,0,0,0,0,0,1,0.238,0.305,0.377,0.682,8,11,L,G.Crochet(50),2024-08-27,1,rangers
133,Aug 28,False,CHW,"W,4-3",39,37,4,10,2,0,1,4,2,0,5,0,0,0,1,1,1,0,0.238,0.305,0.377,0.682,8,10,R,M.Foster(52),2024-08-28,1,rangers
134,Aug 29,False,CHW,"W,2-1",37,34,2,7,2,0,1,2,2,0,7,1,0,0,0,0,2,0,0.238,0.305,0.377,0.682,8,10,R,N.Nastrini(64),2024-08-29,1,rangers
135,Aug 30,True,OAK,"L,2-9",37,34,2,7,2,0,1,1,3,0,6,0,0,0,0,0,0,0,0.238,0.305,0.377,0.681,8,10,L,J.Sears(65),2024-08-30,1,rangers
136,Aug 31,True,OAK,"W,3-2",36,34,3,9,1,0,1,3,1,0,10,1,0,0,0,0,1,0,0.238,0.305,0.377,0.681,8,10,R,J.Estes(59),2024-08-31,1,rangers
137,Sep 1,True,OAK,"W,6-4",42,37,6,10,4,0,1,6,5,0,11,0,0,0,0,1,1,1,0.238,0.305,0.377,0.683,8,11,R,M.Spence(51),2024-09-01,1,rangers
138,Sep 2,True,NYY,"L,4-8",37,35,4,9,2,0,1,4,2,0,12,0,0,0,0,1,0,0,0.238,0.305,0.378,0.683,6,9,R,G.Cole(68),2024-09-02,1,rangers
139,Sep 3,True,NYY,"W,7-4",38,31,7,6,0,0,2,7,5,0,14,1,0,1,1,0,2,0,0.238,0.305,0.378,0.683,6,13,L,C.Rodón(75),2024-09-03,1,rangers
140,Sep 4,True,NYY,"W,10-6",42,38,10,14,6,0,0,9,4,0,8,0,0,0,0,0,3,0,0.239,0.306,0.379,0.685,8,9,R,M.Stroman(25),2024-09-04,1,rangers
141,Sep 5,True,LAA,"W,3-1",34,32,3,10,1,0,1,3,1,0,2,1,0,0,1,2,0,1,0.239,0.306,0.379,0.686,7,10,R,J.Kochanowicz(43),2024-09-05,1,rangers
142,Sep 6,True,LAA,"L,1-5",34,29,1,4,0,0,0,1,4,0,12,0,0,1,0,1,0,0,0.239,0.306,0.378,0.684,6,11,L,S.Aldegheri(66),2024-09-06,1,rangers
143,Sep 7,True,LAA,"W,6-4",35,31,6,7,3,0,0,6,4,0,7,0,0,0,1,0,1,0,0.239,0.306,0.377,0.683,5,11,L,T.Anderson(64),2024-09-07,1,rangers
144,Sep 8,True,LAA,"W,7-4",37,33,7,10,2,0,3,6,3,0,5,1,0,0,0,1,1,0,0.239,0.306,0.379,0.686,6,9,R,C.Dana(19),2024-09-08,1,rangers
145,Sep 10,False,ARI,"L,0-6",33,30,0,3,0,0,0,0,3,0,13,0,0,0,0,0,2,0,0.238,0.306,0.378,0.683,6,9,R,Z.Gallen(68),2024-09-10,1,rangers
146,Sep 11,False,ARI,"L,4-14",40,35,4,9,1,0,1,4,5,0,3,0,0,0,0,1,1,0,0.238,0.306,0.377,0.684,9,13,R,M.Kelly(43),2024-09-11,1,rangers
147,Sep 12,False,SEA,"W,5-4",36,35,5,9,1,0,3,5,1,0,7,0,0,0,1,0,0,2,0.239,0.306,0.379,0.684,4,9,R,B.Miller(64),2024-09-12,1,rangers
148,Sep 13,False,SEA,"L,4-5",39,34,4,7,0,0,1,4,3,0,10,2,0,0,0,0,0,0,0.238,0.306,0.378,0.684,8,10,R,E.Hancock(47),2024-09-13,1,rangers
149,Sep 14,False,SEA,"L,4-5",35,34,4,7,1,0,2,4,1,0,9,0,0,0,0,0,1,0,0.238,0.305,0.378,0.684,4,9,R,L.Gilbert(50),2024-09-14,1,rangers
150,Sep 15,False,SEA,"L,0-7",27,27,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0.237,0.304,0.376,0.681,0,9,R,G.Kirby(78),2024-09-15,1,rangers
151,Sep 17,True,TOR,"W,13-8",50,39,13,13,3,0,2,11,9,0,9,1,0,1,1,0,2,0,0.238,0.305,0.378,0.683,13,9,R,C.Bassitt(32),2024-09-17,1,rangers
152,Sep 18,True,TOR,"W,2-0",31,29,2,5,1,0,1,2,1,0,10,1,0,0,0,0,0,0,0.237,0.305,0.378,0.683,5,9,R,B.Francis(59),2024-09-18,1,rangers
153,Sep 19,True,TOR,"L,0-4",29,28,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0.236,0.304,0.376,0.68,2,9,R,K.Gausman(72),2024-09-19,1,rangers
154,Sep 20,True,SEA,"L,2-8",35,34,2,9,2,0,0,2,1,0,5,0,0,0,0,2,0,0,0.237,0.304,0.376,0.679,6,9,R,G.Kirby(58),2024-09-20,1,rangers
155,Sep 21,True,SEA,"L,4-8",43,39,4,12,2,0,1,4,4,0,7,0,0,0,0,0,2,0,0.237,0.304,0.376,0.68,12,9,R,E.Hancock(52),2024-09-21,1,rangers
156,Sep 22,True,SEA,"W,6-5",37,35,6,10,0,0,2,6,2,0,8,0,0,0,0,1,1,0,0.237,0.305,0.376,0.681,5,9,R,B.Woo(45),2024-09-22,1,rangers
157,Sep 24,False,OAK,"L,4-5",40,36,4,10,2,0,2,4,2,0,8,2,0,0,0,1,3,0,0.238,0.305,0.377,0.682,9,11,R,M.Spence(38),2024-09-24,1,rangers
1,Mar 28,False,TBR,"W,8-2",40,32,8,7,1,0,3,8,7,0,7,1,0,0,0,2,0,0,0.219,0.375,0.531,0.906,5,9,R,Z.Eflin(37),2024-03-28,1,blue jays
2,Mar 29,False,TBR,"L,2-8",34,32,2,6,1,0,1,2,1,0,7,0,0,1,1,1,0,0,0.203,0.297,0.422,0.719,5,11,R,A.Civale(65),2024-03-29,1,blue jays
3,Mar 30,False,TBR,"L,1-5",34,31,1,6,0,0,0,1,3,0,10,0,0,0,0,2,0,0,0.2,0.287,0.347,0.634,6,10,R,Z.Littell(68),2024-03-30,1,blue jays
4,Mar 31,False,TBR,"W,9-2",44,36,9,10,1,0,2,8,8,0,9,0,0,0,0,1,0,0,0.221,0.322,0.382,0.704,8,10,R,S.Armstrong(41),2024-03-31,1,blue jays
5,Apr 1,False,HOU,"L,0-10",29,27,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0.184,0.282,0.316,0.598,2,10,R,R.Blanco(92),2024-04-01,1,blue jays
6,Apr 2,False,HOU,"W,2-1",33,31,2,8,2,0,1,2,1,0,5,1,0,0,0,3,0,0,0.196,0.285,0.333,0.618,4,11,L,F.Valdez(72),2024-04-02,1,blue jays
7,Apr 3,False,HOU,"L,0-8",34,27,0,1,1,0,0,0,7,0,7,0,0,0,0,1,1,0,0.176,0.278,0.301,0.579,7,13,R,C.Javier(63),2024-04-03,1,blue jays
8,Apr 5,False,NYY,"W,3-0",39,35,3,7,2,0,1,1,4,0,8,0,0,0,1,0,0,0,0.179,0.279,0.307,0.586,9,12,R,M.Stroman(71),2024-04-05,1,blue jays
9,Apr 6,False,NYY,"L,8-9",46,37,8,12,6,0,1,8,6,0,6,1,0,2,0,0,0,0,0.198,0.297,0.34,0.638,11,13,R,C.Schmidt(44),2024-04-06,1,blue jays
10,Apr 7,False,NYY,"L,3-8",41,33,3,5,2,0,0,3,6,0,11,2,0,0,0,0,0,0,0.193,0.299,0.327,0.627,11,10,R,L.Gil(55),2024-04-07,1,blue jays
11,Apr 8,True,SEA,"W,5-2",36,34,5,11,5,0,0,5,1,0,9,1,0,0,0,1,2,0,0.206,0.305,0.341,0.646,7,10,R,L.Castillo(38),2024-04-08,1,blue jays
12,Apr 9,True,SEA,"W,5-3",38,34,5,11,2,0,1,5,2,0,7,2,0,0,1,2,2,0,0.216,0.313,0.352,0.665,9,10,R,G.Kirby(29),2024-04-09,1,blue jays
13,Apr 10,True,SEA,"L,1-6",39,35,1,6,0,0,1,1,3,0,10,1,0,0,0,1,0,0,0.212,0.308,0.344,0.652,9,12,R,L.Gilbert(72),2024-04-10,1,blue jays
